,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
22,0001193125-07-170596,https://www.sec.gov/Archives/edgar/data/0000277595/000119312507170596/0001193125-07-170596.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000119312507170596/d10q.htm,,2007-06-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2007-06-30_10-Q_0001193125-07-170596.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2007-06-30_10-Q_0001193125-07-170596.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-07-170596:d10q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2007-06-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2007-08-03', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-07-170596', 'film_num': ['071023896', '071023895'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q FOR QUARTERLY PERIOD ENDED JUNE 30, 2007', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1186099200000]}",2007-08-03,True
23,0001193125-07-235574,https://www.sec.gov/Archives/edgar/data/0000003146/000119312507235574/0001193125-07-235574.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000119312507235574/d10q.htm,,2007-09-30,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2007-09-30_10-Q_0001193125-07-235574.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2007-09-30_10-Q_0001193125-07-235574.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-07-235574:d10q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2007-09-30', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2007-11-06', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-07-235574', 'film_num': ['071215808', '071215809'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1194307200000]}",2007-11-06,True
24,0001193125-08-109176,https://www.sec.gov/Archives/edgar/data/0000277595/000119312508109176/0001193125-08-109176.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000119312508109176/d10q.htm,,2008-03-31,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2008-03-31_10-Q_0001193125-08-109176.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2008-03-31_10-Q_0001193125-08-109176.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-08-109176:d10q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2008-03-31', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2008-05-09', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-08-109176', 'film_num': ['08816731', '08816730'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1210291200000]}",2008-05-09,True
25,0001193125-08-171573,https://www.sec.gov/Archives/edgar/data/0000003146/000119312508171573/0001193125-08-171573.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000119312508171573/d10q.htm,,2008-06-30,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2008-06-30_10-Q_0001193125-08-171573.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2008-06-30_10-Q_0001193125-08-171573.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-08-171573:d10q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2008-06-30', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2008-08-08', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-08-171573', 'film_num': ['081001547', '081001548'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1218153600000]}",2008-08-08,True
26,0001193125-08-229361,https://www.sec.gov/Archives/edgar/data/0000003146/000119312508229361/0001193125-08-229361.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000119312508229361/d10q.htm,,2008-09-30,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2008-09-30_10-Q_0001193125-08-229361.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2008-09-30_10-Q_0001193125-08-229361.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-08-229361:d10q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2008-09-30', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2008-11-07', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-08-229361', 'film_num': ['081169386', '081169387'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1226016000000]}",2008-11-07,True
27,0001193125-09-104630,https://www.sec.gov/Archives/edgar/data/0000277595/000119312509104630/0001193125-09-104630.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000119312509104630/d10q.htm,,2009-03-31,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2009-03-31_10-Q_0001193125-09-104630.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2009-03-31_10-Q_0001193125-09-104630.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-09-104630:d10q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2009-03-31', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2009-05-08', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-09-104630', 'film_num': ['09807997', '09807998'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1241740800000]}",2009-05-08,True
28,0001193125-09-168492,https://www.sec.gov/Archives/edgar/data/0000003146/000119312509168492/0001193125-09-168492.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000119312509168492/d10q.htm,,2009-06-30,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2009-06-30_10-Q_0001193125-09-168492.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2009-06-30_10-Q_0001193125-09-168492.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-09-168492:d10q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2009-06-30', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2009-08-07', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-09-168492', 'film_num': ['09994020', '09994021'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1249603200000]}",2009-08-07,True
29,0001193125-09-221554,https://www.sec.gov/Archives/edgar/data/0000277595/000119312509221554/0001193125-09-221554.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000119312509221554/d10q.htm,,2009-09-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2009-09-30_10-Q_0001193125-09-221554.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2009-09-30_10-Q_0001193125-09-221554.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-09-221554:d10q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2009-09-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2009-11-03', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-09-221554', 'film_num': ['091153318', '091153317'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1257206400000]}",2009-11-03,True
30,0001193125-10-112390,https://www.sec.gov/Archives/edgar/data/0000277595/000119312510112390/0001193125-10-112390.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000119312510112390/d10q.htm,,2010-03-31,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2010-03-31_10-Q_0001193125-10-112390.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2010-03-31_10-Q_0001193125-10-112390.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-10-112390:d10q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2010-03-31', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2010-05-07', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-10-112390', 'film_num': ['10811059', '10811060'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1273190400000]}",2010-05-07,True
31,0001193125-10-175234,https://www.sec.gov/Archives/edgar/data/0000277595/000119312510175234/0001193125-10-175234.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000119312510175234/d10q.htm,,2010-06-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2010-06-30_10-Q_0001193125-10-175234.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2010-06-30_10-Q_0001193125-10-175234.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-10-175234:d10q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2010-06-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2010-08-03', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-10-175234', 'film_num': ['10987647', '10987648'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1280793600000]}",2010-08-03,True
32,0001193125-10-248277,https://www.sec.gov/Archives/edgar/data/0000277595/000119312510248277/0001193125-10-248277.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000119312510248277/d10q.htm,,2010-09-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2010-09-30_10-Q_0001193125-10-248277.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2010-09-30_10-Q_0001193125-10-248277.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-10-248277:d10q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2010-09-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2010-11-04', 'biz_states': ['AL'], 'sics': ['4924', '4924'], 'form': '10-Q', 'adsh': '0001193125-10-248277', 'film_num': ['101165708', '101165707'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1288828800000]}",2010-11-04,True
33,0001193125-11-131912,https://www.sec.gov/Archives/edgar/data/0000277595/000119312511131912/0001193125-11-131912.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000119312511131912/d10q.htm,,2011-03-31,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2011-03-31_10-Q_0001193125-11-131912.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2011-03-31_10-Q_0001193125-11-131912.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001193125-11-131912:d10q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2011-03-31', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2011-05-09', 'biz_states': ['AL'], 'sics': ['4924', '1311'], 'form': '10-Q', 'adsh': '0001193125-11-131912', 'film_num': ['11822221', '11822222'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1304899200000]}",2011-05-09,True
34,0001445305-11-002277,https://www.sec.gov/Archives/edgar/data/0000277595/000144530511002277/0001445305-11-002277.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000144530511002277/egn6301110q.htm,,2011-06-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2011-06-30_10-Q_0001445305-11-002277.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2011-06-30_10-Q_0001445305-11-002277.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0001445305-11-002277:egn6301110q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2011-06-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2011-08-01', 'biz_states': ['AL'], 'sics': ['4924', '1311'], 'form': '10-Q', 'adsh': '0001445305-11-002277', 'film_num': ['111000523', '111000522'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1312156800000]}",2011-08-01,True
35,0000277595-11-000002,https://www.sec.gov/Archives/edgar/data/0000277595/000027759511000002/0000277595-11-000002.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759511000002/egn9301110q.htm,,2011-09-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2011-09-30_10-Q_0000277595-11-000002.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2011-09-30_10-Q_0000277595-11-000002.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-11-000002:egn9301110q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2011-09-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2011-11-08', 'biz_states': ['AL'], 'sics': ['4924', '1311'], 'form': '10-Q', 'adsh': '0000277595-11-000002', 'film_num': ['111186850', '111186851'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1320710400000]}",2011-11-08,True
36,0000277595-12-000016,https://www.sec.gov/Archives/edgar/data/0000277595/000027759512000016/0000277595-12-000016.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759512000016/egn3311210q.htm,,2012-03-31,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2012-03-31_10-Q_0000277595-12-000016.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2012-03-31_10-Q_0000277595-12-000016.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-12-000016:egn3311210q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2012-03-31', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2012-05-10', 'biz_states': ['AL'], 'sics': ['4924', '1311'], 'form': '10-Q', 'adsh': '0000277595-12-000016', 'film_num': ['12830014', '12830013'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1336608000000]}",2012-05-10,True
37,0000277595-12-000025,https://www.sec.gov/Archives/edgar/data/0000277595/000027759512000025/0000277595-12-000025.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759512000025/egn6301210q.htm,,2012-06-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2012-06-30_10-Q_0000277595-12-000025.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2012-06-30_10-Q_0000277595-12-000025.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-12-000025:egn6301210q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2012-06-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2012-08-08', 'biz_states': ['AL'], 'sics': ['4924', '1311'], 'form': '10-Q', 'adsh': '0000277595-12-000025', 'film_num': ['121016773', '121016774'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1344384000000]}",2012-08-08,True
38,0000277595-12-000036,https://www.sec.gov/Archives/edgar/data/0000277595/000027759512000036/0000277595-12-000036.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759512000036/egn9301210q.htm,,2012-09-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2012-09-30_10-Q_0000277595-12-000036.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2012-09-30_10-Q_0000277595-12-000036.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-12-000036:egn9301210q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2012-09-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2012-11-07', 'biz_states': ['AL'], 'sics': ['4924', '1311'], 'form': '10-Q', 'adsh': '0000277595-12-000036', 'film_num': ['121187134', '121187135'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': '10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1352246400000]}",2012-11-07,True
39,0000277595-13-000029,https://www.sec.gov/Archives/edgar/data/0000277595/000027759513000029/0000277595-13-000029.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759513000029/egn3311310q.htm,,2013-03-31,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2013-03-31_10-Q_0000277595-13-000029.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2013-03-31_10-Q_0000277595-13-000029.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-13-000029:egn3311310q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2013-03-31', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2013-05-09', 'biz_states': ['AL'], 'sics': ['4924', '1311'], 'form': '10-Q', 'adsh': '0000277595-13-000029', 'film_num': ['13827991', '13827990'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': '10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1368057600000]}",2013-05-09,True
40,0000277595-13-000043,https://www.sec.gov/Archives/edgar/data/0000003146/000027759513000043/0000277595-13-000043.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000027759513000043/egn6301310q.htm,,2013-06-30,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2013-06-30_10-Q_0000277595-13-000043.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2013-06-30_10-Q_0000277595-13-000043.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-13-000043:egn6301310q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2013-06-30', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2013-08-08', 'biz_states': ['AL'], 'sics': ['1311', '4924'], 'form': '10-Q', 'adsh': '0000277595-13-000043', 'film_num': ['131022701', '131022702'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': 'FORM 10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1375920000000]}",2013-08-08,True
41,0000277595-13-000057,https://www.sec.gov/Archives/edgar/data/0000277595/000027759513000057/0000277595-13-000057.txt,https://www.sec.gov/Archives/edgar/data/0000277595/000027759513000057/egn9301310q.htm,,2013-09-30,0000277595,ENERGEN CORP  (CIK 0000277595),0000001224_2013-09-30_10-Q_0000277595-13-000057.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2013-09-30_10-Q_0000277595-13-000057.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-13-000057:egn9301310q.htm', '_score': None, '_source': {'ciks': ['0000003146', '0000277595'], 'period_ending': '2013-09-30', 'root_form': '10-Q', 'file_num': ['002-38960', '001-07810'], 'display_names': ['ALABAMA GAS CORP  (CIK 0000003146)', 'ENERGEN CORP  (CIK 0000277595)'], 'xsl': None, 'sequence': '1', 'file_date': '2013-11-08', 'biz_states': ['AL'], 'sics': ['4924', '1311'], 'form': '10-Q', 'adsh': '0000277595-13-000057', 'film_num': ['131203967', '131203968'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': '10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1383868800000]}",2013-11-08,True
42,0000277595-14-000024,https://www.sec.gov/Archives/edgar/data/0000003146/000027759514000024/0000277595-14-000024.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000027759514000024/egn3311410q.htm,,2014-03-31,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2014-03-31_10-Q_0000277595-14-000024.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2014-03-31_10-Q_0000277595-14-000024.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-14-000024:egn3311410q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2014-03-31', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2014-05-09', 'biz_states': ['AL'], 'sics': ['1311', '4924'], 'form': '10-Q', 'adsh': '0000277595-14-000024', 'film_num': ['14829933', '14829934'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': '10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1399593600000]}",2014-05-09,True
43,0000277595-14-000035,https://www.sec.gov/Archives/edgar/data/0000003146/000027759514000035/0000277595-14-000035.txt,https://www.sec.gov/Archives/edgar/data/0000003146/000027759514000035/egn6301410q.htm,,2014-06-30,0000003146,ALABAMA GAS CORP  (CIK 0000003146),0000001224_2014-06-30_10-Q_0000277595-14-000035.html,C:\Users\User\OneDrive\Desktop\Code\msba_edgar\scraper\sec-edgar-filings\0000001224_2014-06-30_10-Q_0000277595-14-000035.html,10-Q,0000001224,,"{'_index': 'edgar_file', '_type': '_doc', '_id': '0000277595-14-000035:egn6301410q.htm', '_score': None, '_source': {'ciks': ['0000277595', '0000003146'], 'period_ending': '2014-06-30', 'root_form': '10-Q', 'file_num': ['001-07810', '002-38960'], 'display_names': ['ENERGEN CORP  (CIK 0000277595)', 'ALABAMA GAS CORP  (CIK 0000003146)'], 'xsl': None, 'sequence': '1', 'file_date': '2014-08-11', 'biz_states': ['AL'], 'sics': ['1311', '4924'], 'form': '10-Q', 'adsh': '0000277595-14-000035', 'film_num': ['141029158', '141029159'], 'biz_locations': ['Birmingham, AL', 'Birmingham, AL'], 'file_type': '10-Q', 'file_description': '10-Q', 'inc_states': ['AL', 'AL'], 'items': []}, 'sort': [1407715200000]}",2014-08-11,True
